id,state,month,year,dayweek,crash_type,bus_involvement,rigid_truck_involvement,articulated_truck_involvement,speed_limit,road_user,gender,age,time
31100006,New Mexico,October,2015,Friday,Single Vehicle,yes,no,error: Illegal quoting in line 1.,110,Driver,Female,48,19:33
20667373,Texas,May,2021,Thursday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,80,Pedestrian,Male,75,9:00
91084929,Indiana,April,2018,Saturday,Multiple Vehicle,no,error: no implicit conversion of Range into Integer,error: Illegal quoting in line 1.,100,Motorcycle rider,Female,44,11:11
66202177,Texas,July,2019,Sunday,Multiple Vehicle,no,error: no implicit conversion of Range into Integer,error: Illegal quoting in line 1.,100,Driver,Female,40,9:49
14486813,Colorado,January,2015,Sunday,Multiple Vehicle,no,error: no implicit conversion of Range into Integer,error: Illegal quoting in line 1.,120,Driver,Male,41,5:21
07309545,Texas,May,2019,Thursday,Single Vehicle,yes,no,error: Illegal quoting in line 1.,40,unknown2,Female,33,21:46
35986658,Minnesota,March,2016,Friday,Single Vehicle,yes,no,error: Illegal quoting in line 1.,90,Driver,Male,65,22:42
72257282,Indiana,January,2021,Sunday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,120,unknown1,Male,16,1:31
84723538,North Carolina,April,2020,Sunday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,70,Driver,Female,51,21:16
08830906,Pennsylvania,November,2015,Saturday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,40,unknown1,Female,63,9:02
51004954,Florida,March,2018,Saturday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,50,Driver,Female,68,2:47
90385595,West Virginia,September,2022,Saturday,Single Vehicle,yes,no,error: Illegal quoting in line 1.,110,Motorcycle rider,Male,51,14:15
93457928,Louisiana,December,2018,Saturday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,110,unknown2,Male,72,9:32
50616681,West Virginia,December,2022,Tuesday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,100,Motorcycle rider,Female,12,13:02
48256544,California,October,2016,Friday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,50,unknown2,Female,24,21:09
28782872,Ohio,November,2019,Saturday,Multiple Vehicle,no,error: no implicit conversion of Range into Integer,error: Illegal quoting in line 1.,60,Motorcycle rider,Female,10,10:36
50822387,Washington,June,2020,Sunday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,70,Driver,Male,36,12:59
97711024,Florida,October,2020,Sunday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,120,Driver,Male,56,10:34
61871050,Pennsylvania,March,2022,Monday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,120,Motorcycle rider,Male,70,22:00
54856895,California,November,2015,Sunday,Single Vehicle,yes,no,error: Illegal quoting in line 1.,60,Pedestrian,Male,61,22:08
67589223,Georgia,May,2015,Saturday,Single Vehicle,yes,no,error: Illegal quoting in line 1.,90,Pedestrian,Female,16,13:21
90136419,Utah,October,2018,Sunday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,60,Pedestrian,Male,61,16:49
80302954,Indiana,November,2019,Saturday,Multiple Vehicle,no,error: no implicit conversion of Range into Integer,error: Illegal quoting in line 1.,110,Driver,Female,61,21:22
84729933,New Hampshire,December,2020,Saturday,Multiple Vehicle,no,error: no implicit conversion of Range into Integer,error: Illegal quoting in line 1.,80,Driver,Female,35,11:19
63584441,New York,June,2017,Friday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,80,Motorcycle rider,Male,44,17:54
42120271,Florida,April,2022,Sunday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,60,Motorcycle rider,Female,25,14:16
91086234,Georgia,March,2015,Friday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,120,unknown1,Female,31,0:22
72839063,Ohio,February,2015,Saturday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,120,unknown2,Male,13,20:10
06773756,Washington,June,2019,Wednesday,Multiple Vehicle,no,error: no implicit conversion of Range into Integer,error: Illegal quoting in line 1.,110,unknown1,Female,83,15:48
93789493,Texas,January,2015,Sunday,Multiple Vehicle,no,error: no implicit conversion of Range into Integer,error: Illegal quoting in line 1.,120,Motorcycle rider,Female,99,20:01
70631681,Michigan,November,2020,Friday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,120,Pedestrian,Male,77,4:44
07994110,California,February,2019,Sunday,Multiple Vehicle,no,error: no implicit conversion of Range into Integer,error: Illegal quoting in line 1.,120,unknown2,Female,32,11:07
08727337,Iowa,October,2018,Wednesday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,50,unknown2,Female,91,4:45
53217096,Missouri,December,2020,Sunday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,120,unknown2,Male,63,13:31
84964761,Georgia,June,2018,Saturday,Single Vehicle,no,error: no implicit conversion of Range into Integer,error: Illegal quoting in line 1.,50,Motorcycle rider,Female,63,2:51
09366287,California,November,2019,Wednesday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,60,unknown2,Female,99,4:10
09853726,District of Columbia,December,2021,Friday,Multiple Vehicle,no,error: no implicit conversion of Range into Integer,error: Illegal quoting in line 1.,100,unknown1,Female,38,16:11
88507255,New York,May,2021,Sunday,Single Vehicle,yes,no,error: Illegal quoting in line 1.,120,Motorcycle rider,Female,12,10:09
66671831,Minnesota,February,2017,Thursday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,40,Passenger,Female,76,20:22
11442724,Washington,November,2021,Friday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,110,unknown1,Female,35,20:51
46931142,West Virginia,October,2015,Friday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,120,Pedestrian,Female,72,7:35
38943385,Texas,December,2019,Wednesday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,60,unknown1,Female,52,23:37
67208289,California,August,2021,Wednesday,Single Vehicle,yes,no,error: Illegal quoting in line 1.,90,Motorcycle rider,Female,16,10:58
61061391,California,February,2020,Tuesday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,60,Driver,Female,67,18:06
34418857,Florida,December,2017,Sunday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,100,Motorcycle rider,Male,49,20:19
63786362,North Carolina,May,2018,Wednesday,Multiple Vehicle,no,error: no implicit conversion of Range into Integer,error: Illegal quoting in line 1.,40,unknown1,Female,98,13:06
56987610,California,December,2020,Sunday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,90,unknown2,Female,14,21:04
00952842,South Carolina,March,2020,Friday,Single Vehicle,yes,no,error: Illegal quoting in line 1.,40,Pedestrian,Female,73,6:53
23389882,Ohio,February,2017,Friday,Multiple Vehicle,no,error: no implicit conversion of Range into Integer,error: Illegal quoting in line 1.,120,unknown1,Female,93,2:36
56943463,Texas,April,2017,Saturday,Multiple Vehicle,no,error: no implicit conversion of Range into Integer,error: Illegal quoting in line 1.,50,Pedestrian,Female,19,18:52
37584847,Alabama,September,2015,Saturday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,50,Pedestrian,Female,11,7:04
84310705,Mississippi,April,2021,Wednesday,Multiple Vehicle,no,error: no implicit conversion of Range into Integer,error: Illegal quoting in line 1.,40,Motorcycle rider,Female,91,3:35
29520748,Florida,April,2020,Friday,Single Vehicle,no,error: no implicit conversion of Range into Integer,error: Illegal quoting in line 1.,60,Motorcycle rider,Female,82,16:19
78067213,Nevada,February,2022,Sunday,Multiple Vehicle,no,error: no implicit conversion of Range into Integer,error: Illegal quoting in line 1.,90,unknown1,Female,25,16:12
11368885,Texas,October,2021,Monday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,100,unknown1,Female,40,0:26
30729615,Texas,December,2019,Sunday,Single Vehicle,yes,no,error: Illegal quoting in line 1.,70,Motorcycle rider,Male,24,23:36
49015698,Texas,October,2017,Friday,Single Vehicle,no,error: no implicit conversion of Range into Integer,error: Illegal quoting in line 1.,100,unknown2,Male,31,16:30
96834470,Tennessee,September,2020,Wednesday,Multiple Vehicle,no,error: no implicit conversion of Range into Integer,error: Illegal quoting in line 1.,90,Pedestrian,Female,85,6:01
88825500,Florida,September,2020,Friday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,110,Pedestrian,Male,96,8:51
22970920,Michigan,December,2022,Wednesday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,100,Driver,Male,86,5:39
56690183,California,April,2017,Tuesday,Single Vehicle,no,error: no implicit conversion of Range into Integer,error: Illegal quoting in line 1.,90,unknown2,Male,22,15:12
09533719,Indiana,April,2016,Saturday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,70,Passenger,Male,14,11:13
06194012,Ohio,July,2020,Saturday,Single Vehicle,yes,no,error: Illegal quoting in line 1.,110,unknown1,Female,35,6:51
17007760,Illinois,March,2019,Friday,Multiple Vehicle,no,error: no implicit conversion of Range into Integer,error: Illegal quoting in line 1.,120,Driver,Male,81,14:42
91802932,New York,September,2017,Wednesday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,80,Pedestrian,Female,89,6:15
58927408,Colorado,October,2022,Friday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,80,unknown1,Male,88,14:52
93773416,Nevada,September,2016,Wednesday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,120,unknown1,Male,51,20:14
36128820,New York,September,2015,Friday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,90,unknown2,Female,26,18:58
03855893,Texas,January,2017,Friday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,90,Passenger,Male,43,20:51
06058709,Florida,August,2018,Sunday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,100,Driver,Male,21,12:40
58506577,Connecticut,July,2020,Saturday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,100,unknown2,Female,71,7:18
73798837,New Hampshire,April,2018,Sunday,Single Vehicle,yes,no,error: Illegal quoting in line 1.,120,unknown1,Female,51,16:17
71742046,Florida,August,2017,Sunday,Multiple Vehicle,no,error: no implicit conversion of Range into Integer,error: Illegal quoting in line 1.,90,Driver,Female,93,17:37
45073661,Iowa,May,2016,Tuesday,Single Vehicle,no,error: no implicit conversion of Range into Integer,error: Illegal quoting in line 1.,110,Driver,Female,96,19:01
69694318,Colorado,August,2019,Saturday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,80,Pedestrian,Female,88,21:52
35554553,District of Columbia,December,2021,Friday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,40,unknown2,Female,70,8:53
58018687,New York,August,2020,Wednesday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,80,Passenger,Female,90,23:25
15559382,Florida,May,2022,Friday,Single Vehicle,yes,no,error: Illegal quoting in line 1.,40,Pedestrian,Male,71,7:02
98334625,Tennessee,June,2020,Sunday,Single Vehicle,yes,no,error: Illegal quoting in line 1.,100,Passenger,Male,33,13:12
86025366,Alaska,January,2021,Thursday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,70,Driver,Female,18,16:59
28272028,Nebraska,October,2017,Saturday,Single Vehicle,no,error: no implicit conversion of Range into Integer,error: Illegal quoting in line 1.,80,Motorcycle rider,Male,18,22:05
29943845,California,September,2021,Sunday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,40,Pedestrian,Male,68,6:34
53435870,Ohio,January,2017,Friday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,60,Motorcycle rider,Female,45,22:41
51619133,District of Columbia,August,2021,Saturday,Multiple Vehicle,no,error: no implicit conversion of Range into Integer,error: Illegal quoting in line 1.,60,Passenger,Female,63,18:37
18020368,Virginia,September,2019,Thursday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,100,Pedestrian,Female,75,9:15
12944847,Texas,January,2016,Monday,Single Vehicle,yes,no,error: Illegal quoting in line 1.,70,Motorcycle rider,Female,62,3:01
61065798,New Mexico,February,2017,Saturday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,80,Driver,Male,19,1:51
03030071,Alaska,January,2018,Sunday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,120,Pedestrian,Male,75,9:01
03563046,Texas,March,2015,Friday,Multiple Vehicle,no,error: no implicit conversion of Range into Integer,error: Illegal quoting in line 1.,120,unknown1,Male,77,9:43
63326403,Tennessee,May,2017,Friday,Multiple Vehicle,no,error: no implicit conversion of Range into Integer,error: Illegal quoting in line 1.,70,Driver,Male,13,11:45
17555069,New York,September,2019,Friday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,110,unknown2,Female,85,16:07
58229844,New York,March,2015,Friday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,100,Driver,Female,98,5:04
84654376,District of Columbia,May,2022,Friday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,60,Passenger,Male,80,17:20
77032327,Louisiana,December,2019,Friday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,50,unknown1,Female,36,13:38
79404768,Illinois,December,2020,Sunday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,90,Pedestrian,Male,27,1:25
53163804,Massachusetts,March,2015,Saturday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,100,Pedestrian,Female,81,5:56
58138209,Ohio,January,2020,Tuesday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,40,Driver,Male,64,7:19
85145527,Utah,June,2017,Monday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,90,unknown2,Female,53,14:47
47240998,Minnesota,November,2020,Friday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,110,unknown1,Female,66,17:37
77625010,New York,November,2020,Sunday,Single Vehicle,yes,no,error: Illegal quoting in line 1.,70,Driver,Male,55,12:00
06232052,New York,May,2020,Sunday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,110,unknown2,Male,88,19:26
47729772,New Mexico,November,2021,Wednesday,Single Vehicle,yes,no,error: Illegal quoting in line 1.,50,unknown2,Female,50,8:59
04461434,Montana,January,2015,Friday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,40,Pedestrian,Male,23,6:14
37377513,Massachusetts,February,2015,Friday,Single Vehicle,yes,no,error: Illegal quoting in line 1.,40,unknown1,Female,26,21:58
02943627,Ohio,June,2019,Saturday,Single Vehicle,yes,no,error: Illegal quoting in line 1.,100,Passenger,Male,89,7:14
52943672,California,February,2018,Sunday,Single Vehicle,yes,no,error: Illegal quoting in line 1.,90,unknown1,Female,33,19:02
24964916,New York,December,2017,Saturday,Single Vehicle,yes,no,error: Illegal quoting in line 1.,70,unknown1,Female,85,19:27
68799623,District of Columbia,January,2018,Sunday,Multiple Vehicle,no,error: no implicit conversion of Range into Integer,error: Illegal quoting in line 1.,120,unknown1,Female,23,18:39
80924961,Texas,December,2017,Sunday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,120,unknown1,Male,44,10:01
52593637,California,July,2021,Tuesday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,90,Motorcycle rider,Male,45,15:47
52381317,Texas,May,2022,Thursday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,100,unknown2,Male,95,23:51
90428759,Hawaii,January,2022,Friday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,120,Driver,Female,11,18:02
27560188,Florida,May,2016,Wednesday,Multiple Vehicle,no,error: no implicit conversion of Range into Integer,error: Illegal quoting in line 1.,110,unknown1,Female,11,18:04
76740271,California,February,2020,Wednesday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,110,unknown1,Female,52,5:22
49639828,Ohio,May,2017,Sunday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,120,Driver,Male,15,19:19
01832212,Tennessee,March,2015,Sunday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,50,unknown1,Female,36,14:52
87037723,Texas,June,2015,Monday,Multiple Vehicle,no,error: no implicit conversion of Range into Integer,error: Illegal quoting in line 1.,110,Driver,Male,95,9:18
85825067,Alabama,January,2019,Friday,Single Vehicle,yes,no,error: Illegal quoting in line 1.,120,Motorcycle rider,Female,60,7:55
05536104,Michigan,June,2022,Sunday,Single Vehicle,yes,no,error: Illegal quoting in line 1.,90,Passenger,Female,56,10:28
30930084,Utah,April,2021,Friday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,40,unknown2,Female,61,9:31
48264369,New York,May,2017,Monday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,120,Pedestrian,Female,39,22:44
49921074,Missouri,November,2016,Friday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,110,Pedestrian,Male,39,3:06
88548768,Nebraska,August,2019,Monday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,120,Driver,Male,58,20:39
10629067,Florida,October,2018,Friday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,70,unknown2,Male,35,6:01
01583087,California,October,2015,Tuesday,Single Vehicle,yes,no,error: Illegal quoting in line 1.,50,Passenger,Female,79,14:23
39629982,West Virginia,December,2019,Tuesday,Single Vehicle,no,error: no implicit conversion of Range into Integer,error: Illegal quoting in line 1.,120,Passenger,Female,27,23:02
31443434,New Jersey,October,2019,Saturday,Single Vehicle,no,error: no implicit conversion of Range into Integer,error: Illegal quoting in line 1.,110,unknown1,Male,74,14:25
24494214,Pennsylvania,January,2019,Thursday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,90,Pedestrian,Female,66,23:04
69754522,Washington,October,2022,Wednesday,Multiple Vehicle,no,error: no implicit conversion of Range into Integer,error: Illegal quoting in line 1.,80,unknown2,Female,91,22:45
46232042,Texas,January,2017,Sunday,Single Vehicle,yes,no,error: Illegal quoting in line 1.,120,Driver,Female,50,1:47
63313577,South Carolina,January,2021,Sunday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,110,unknown2,Female,45,1:38
00643386,Texas,May,2018,Saturday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,120,Passenger,Female,100,3:56
71952760,Missouri,August,2015,Sunday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,100,unknown1,Female,30,19:37
58427602,Iowa,June,2020,Saturday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,90,unknown2,Male,96,20:41
32232672,Virginia,July,2021,Saturday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,110,Motorcycle rider,Male,41,11:29
59585445,Texas,May,2018,Tuesday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,80,Passenger,Female,58,10:20
49211812,North Carolina,August,2020,Saturday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,70,Motorcycle rider,Male,27,8:04
40612461,Hawaii,February,2022,Sunday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,120,Driver,Female,75,8:08
88066843,Michigan,December,2016,Monday,Single Vehicle,yes,no,error: Illegal quoting in line 1.,90,Pedestrian,Male,84,9:45
89366739,Arizona,February,2016,Friday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,120,Driver,Female,16,12:38
48536934,Florida,July,2021,Sunday,Single Vehicle,yes,no,error: Illegal quoting in line 1.,120,Pedestrian,Male,13,17:32
14104822,Virginia,June,2016,Saturday,Multiple Vehicle,no,error: no implicit conversion of Range into Integer,error: Illegal quoting in line 1.,120,unknown1,Female,10,19:02
46600388,Virginia,October,2019,Saturday,Multiple Vehicle,no,error: no implicit conversion of Range into Integer,error: Illegal quoting in line 1.,100,unknown1,Male,15,21:39
18737543,Pennsylvania,July,2018,Saturday,Single Vehicle,no,error: no implicit conversion of Range into Integer,error: Illegal quoting in line 1.,110,Driver,Female,88,2:20
83545674,Kansas,August,2017,Tuesday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,110,Motorcycle rider,Male,11,16:43
98669048,New York,June,2016,Thursday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,50,Driver,Female,67,17:47
64824405,Colorado,April,2017,Sunday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,120,Driver,Male,91,13:06
45327911,Georgia,December,2017,Sunday,Multiple Vehicle,no,error: no implicit conversion of Range into Integer,error: Illegal quoting in line 1.,40,unknown1,Male,22,15:10
70845106,Missouri,December,2016,Friday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,100,Pedestrian,Female,57,16:45
09880154,Florida,February,2022,Saturday,Single Vehicle,no,error: no implicit conversion of Range into Integer,error: Illegal quoting in line 1.,90,Passenger,Female,49,22:08
92165251,Iowa,June,2021,Thursday,Multiple Vehicle,no,error: no implicit conversion of Range into Integer,error: Illegal quoting in line 1.,90,unknown2,Male,38,3:05
40479843,Oklahoma,January,2015,Friday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,40,Driver,Female,16,1:09
07059236,Massachusetts,January,2018,Friday,Single Vehicle,yes,no,error: Illegal quoting in line 1.,110,Driver,Female,61,12:16
03986127,Connecticut,May,2016,Friday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,100,Passenger,Female,25,11:45
37754262,New York,April,2015,Tuesday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,120,Driver,Female,32,7:57
94615981,Arizona,February,2020,Wednesday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,70,Driver,Female,80,0:20
96115301,Nevada,March,2021,Saturday,Single Vehicle,yes,no,error: Illegal quoting in line 1.,120,unknown1,Male,100,0:17
07453222,Pennsylvania,September,2021,Tuesday,Multiple Vehicle,no,error: no implicit conversion of Range into Integer,error: Illegal quoting in line 1.,120,Passenger,Male,10,17:34
45249870,Texas,October,2016,Saturday,Multiple Vehicle,no,error: no implicit conversion of Range into Integer,error: Illegal quoting in line 1.,90,Driver,Female,27,8:15
07798675,District of Columbia,November,2022,Friday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,60,Passenger,Male,51,14:53
30943314,Texas,May,2015,Saturday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,50,unknown2,Female,91,13:28
27596869,North Dakota,October,2017,Sunday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,90,unknown1,Female,50,10:58
79954079,Washington,May,2018,Tuesday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,100,unknown1,Female,19,23:08
88229014,Illinois,December,2022,Sunday,Multiple Vehicle,no,error: no implicit conversion of Range into Integer,error: Illegal quoting in line 1.,50,Driver,Male,34,11:52
07280817,Michigan,February,2015,Friday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,100,Motorcycle rider,Male,19,7:20
08691039,Texas,April,2018,Friday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,100,unknown1,Female,85,3:18
79587790,Texas,July,2015,Friday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,100,Passenger,Female,60,8:31
52893036,South Carolina,February,2018,Friday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,110,Driver,Female,27,8:21
44917638,Georgia,September,2015,Tuesday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,120,Pedestrian,Female,93,2:35
66968566,Idaho,August,2015,Sunday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,100,unknown2,Female,70,5:17
39719501,Mississippi,March,2020,Friday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,40,Passenger,Female,20,18:57
03076301,North Carolina,March,2020,Friday,Single Vehicle,yes,no,error: Illegal quoting in line 1.,40,Passenger,Male,50,23:43
94576968,Florida,December,2015,Sunday,Multiple Vehicle,no,error: no implicit conversion of Range into Integer,error: Illegal quoting in line 1.,120,unknown1,Female,27,15:38
01338564,Texas,May,2018,Sunday,Single Vehicle,yes,no,error: Illegal quoting in line 1.,120,unknown1,Male,23,14:06
85980454,New York,January,2015,Sunday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,70,unknown1,Male,43,7:01
00349369,California,August,2022,Saturday,Multiple Vehicle,no,error: no implicit conversion of Range into Integer,error: Illegal quoting in line 1.,120,Motorcycle rider,Male,71,0:58
27765501,Colorado,April,2017,Sunday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,60,Passenger,Female,70,0:22
35031954,Pennsylvania,January,2021,Monday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,80,unknown2,Male,10,14:58
95186319,Indiana,October,2018,Sunday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,40,Motorcycle rider,Male,57,19:31
92727097,Washington,December,2022,Sunday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,80,Passenger,Male,87,20:27
01303786,Georgia,July,2020,Friday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,110,Passenger,Male,50,23:21
50071257,Nevada,April,2022,Sunday,Single Vehicle,yes,no,error: Illegal quoting in line 1.,110,Passenger,Male,88,20:06
75645130,Texas,February,2019,Friday,Single Vehicle,no,error: no implicit conversion of Range into Integer,error: Illegal quoting in line 1.,50,unknown1,Male,36,2:15
37921377,Illinois,March,2022,Sunday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,120,unknown1,Male,50,9:06
19898459,California,September,2016,Saturday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,100,unknown2,Male,11,6:22
21732246,Pennsylvania,September,2019,Monday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,100,unknown2,Male,77,5:16
48995436,Oklahoma,June,2019,Saturday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,80,Pedestrian,Female,38,18:51
68098031,Texas,February,2020,Sunday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,120,Driver,Female,47,17:12
76305622,Michigan,September,2016,Friday,Single Vehicle,no,error: no implicit conversion of Range into Integer,error: Illegal quoting in line 1.,90,Pedestrian,Female,100,21:42
50286990,Minnesota,February,2015,Friday,Multiple Vehicle,no,error: no implicit conversion of Range into Integer,error: Illegal quoting in line 1.,70,Driver,Male,21,3:08
00436740,Florida,May,2018,Monday,Multiple Vehicle,no,error: no implicit conversion of Range into Integer,error: Illegal quoting in line 1.,60,Motorcycle rider,Male,98,2:21
11986857,Iowa,April,2019,Sunday,Multiple Vehicle,no,error: no implicit conversion of Range into Integer,error: Illegal quoting in line 1.,110,Passenger,Male,51,23:13
23225139,Alabama,June,2015,Thursday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,120,Driver,Female,25,21:08
05115135,District of Columbia,November,2016,Saturday,Single Vehicle,yes,no,error: Illegal quoting in line 1.,110,unknown1,Female,61,7:41
82966955,New York,March,2022,Monday,Single Vehicle,yes,no,error: Illegal quoting in line 1.,110,unknown1,Female,94,13:24
75759270,Georgia,March,2015,Saturday,Single Vehicle,no,error: no implicit conversion of Range into Integer,error: Illegal quoting in line 1.,120,unknown2,Male,43,15:10
81981221,Texas,May,2018,Saturday,Multiple Vehicle,no,error: no implicit conversion of Range into Integer,error: Illegal quoting in line 1.,120,Driver,Male,17,4:29
43555276,Arizona,December,2020,Thursday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,90,Passenger,Male,58,11:34
34755141,Wisconsin,January,2020,Tuesday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,90,Motorcycle rider,Male,19,22:20
33343478,Vermont,April,2019,Friday,Multiple Vehicle,no,error: no implicit conversion of Range into Integer,error: Illegal quoting in line 1.,90,unknown1,Male,19,21:42
82583702,Minnesota,September,2017,Sunday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,120,Motorcycle rider,Male,23,8:35
41897948,Indiana,June,2022,Friday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,110,Pedestrian,Female,48,2:11
61933892,Oregon,August,2015,Tuesday,Multiple Vehicle,no,error: no implicit conversion of Range into Integer,error: Illegal quoting in line 1.,120,Driver,Female,23,3:44
